R%_5;Fechamento_TSI_13:25;K%_8;K%_14_SMA_3
0.5639506769825925;0.848300096235675;0.6014895228477664;0.5136577603924946
0.5460589941972932;0.8372064538677766;0.5995960616006065;0.5427302260823439
0.500483558994197;0.8291522746295967;0.59631406210553;0.5440893721408206
0.5147485493230184;0.8130094357097509;0.5724564503913153;0.5357687462706355
0.5319148936170218;0.7996555453315559;0.5275183034587231;0.5332162036730091
0.5466634429400375;0.7710327401049866;0.5480939156778611;0.5313598090565537
0.5651595744680847;0.7553934912751834;0.5763696036354482;0.5256580255917258
0.5546421663442932;0.7446887293222837;0.5944206008583719;0.5158788039514689
0.5460589941972914;0.7216948115303718;0.5969452158545845;0.5027182921169531
0.5398936170212757;0.699941717165075;0.5956829083564773;0.5045746867334086
0.5060444874274668;0.6620942818514264;0.5994698308507952;0.5006629980773054
0.5096711798839466;0.6337941641381566;0.615627366826559;0.5150500563548364
0.5220019342359781;0.6121085244613101;0.5847008331229498;0.527713319631373
0.5872823984526117;0.6013800547425644;0.5443069931835414;0.5404097328117751
0.613878143133461;0.5922538768595342;0.5518808381721809;0.5356361466551752
0.5952611218568673;0.5942427372794907;0.615627366826559;0.538851687330107
0.5448500967117993;0.5968746147867539;0.6271143650593296;0.5562222369555128
0.5404980657640235;0.5943443624839632;0.6156273668265608;0.5711065437910223
0.5417069632495174;0.5975244541297232;0.5718252966422627;0.5754823311012394
0.5386847195357836;0.5864935869221263;0.5595809139106299;0.5547304912815751
0.5319148936170218;0.5711502312685257;0.5634940671547609;0.5482994099317114
0.5412234042553195;0.5387427414958512;0.5583186064125227;0.5384870383875887
0.5454545454545454;0.49069524574772666;0.5564251451653629;0.5347410992508117
0.5338491295938116;0.4179888815003865;0.5892451401161336;0.5235695816482127
0.5546421663442949;0.3183527634528488;0.5790204493814702;0.5031492408672009
0.5615328820116049;0.2822208618283796;0.5950517546074245;0.4984088046144665
0.5941731141199234;0.28452522606562425;0.6200454430699333;0.4972485579791819
0.5886121856866537;0.2856599777099753;0.6324160565513772;0.5246303785719024
0.6225822050290126;0.2803967726691665;0.6651098207523368;0.5552277398395548
0.6341876208897481;0.27721899447267595;0.7095430446856876;0.6094941324670162
0.47703094777562977;0.2744905616433946;0.7996718000504929;0.6850096134721211
0.5072533849129606;0.2697776279940463;0.6555162837667261;0.7303255320559568
0.5201885880077382;0.2822735167936222;0.5005049229992432;0.7458396870649069
0.5701160541586066;0.29102509369041984;0.5254986114617537;0.7088443943512558
0.5565764023210847;0.2934709738247351;0.6110830598333753;0.6942915865543982
0.5602030947775628;0.29424079782586093;0.60792729108811;0.6714844526950867
0.52514506769826;0.2944196183090497;0.58280737187579;0.653583504607836
0.500483558994197;0.29802279396614223;0.5956829083564773;0.613372671219253
0.5621373307543509;0.29449519252169243;0.5525119919212336;0.5368295431943244
0.5553675048355908;0.3057002193263794;0.5467053774299427;0.48965722999403305
0.5319148936170218;0.3140427312444195;0.60792729108811;0.4820327521050188
0.5546421663442949;0.3202337906942334;0.60792729108811;0.5217463369356221
0.5510154738878134;0.30620204512485477;0.5905074476142408;0.5372936418484381
0.5516199226305594;0.29638909341954217;0.5763696036354482;0.5300338129019427
0.5122098646034807;0.28903607001748377;0.600227215349661;0.5283431678048139
0.5337282398452617;0.2832524895415649;0.5757384498863919;0.5212490883776438
0.531310444874274;0.27639560481035386;0.5531431456702863;0.5276801697275075
0.605174081237911;0.2657935927548579;0.588613986367081;0.5270171716502021
0.5528288201160549;0.2702995215216233;0.6536228225195662;0.5506862030100111
0.5492021276595751;0.2625889033896037;0.6470588235294131;0.5602996751309421
0.5281673114119938;0.25135541449827303;0.6143650593284536;0.5793940197573425
0.5374758220502898;0.2387776201766093;0.5807876798788189;0.5783663727375187
0.555971953578337;0.2398149923185386;0.5892451401161318;0.5748193330239334
0.5319148936170218;0.27254503108212624;0.6072961373390573;0.5756480806205656
0.580029013539652;0.3219715863910599;0.575107296137341;0.5765099781210632
0.5608075435203089;0.3943762436624802;0.59631406210553;0.5915600344759
0.5529497098646049;0.3973083487091432;0.6380964402928552;0.5798912683153218
0.48815280464216565;0.3809792998999748;0.6123453673314825;0.5798581184114563
0.4493471953578331;0.36957796863871517;0.5744761423882865;0.5655042100377904
0.4356866537717613;0.3738917370383465;0.5056803837414796;0.5499900550288398
0.48875725338491344;0.36473535770013055;0.4780358495329471;0.5159119538553334
0.7038201160541593;0.3796890617187202;0.4592274678111595;0.4623417092090429
0.6138781431334627;0.43047808409689065;0.6580408987629405;0.4699330371941917
